Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,BRISQUE
015fc78e0e0e4fcfb63b192ffeb62dd4,0,0,1,1,0,0,0,0,1,1,0,1,40,56.85614013671875
01677db1a9bd1e37386a49cc1d6545a2,0,1,1,1,0,0,0,0,0,0,0,0,33,16.28729248046875
016f00a8a9ea87df5d514a6992b36abe,0,1,1,0,0,0,0,0,0,0,0,0,46,13.02752685546875
016fc6ee1d3fde99bd642299384fcb04,0,0,1,1,0,0,0,0,1,1,0,1,30,38.80584716796875
0177251abec5b1102cbfa0758e1fa8ee,0,0,0,1,0,1,0,0,0,0,0,0,15,11.47283935546875
0185e6b6800c2af68dc1e055d91517be,0,0,0,1,0,0,0,0,0,0,0,0,27,23.05389404296875
01908e0e2d05518e6f37398f7d8f9c11,0,1,1,1,0,0,0,0,0,0,0,0,32,17.11541748046875
019211a7207432cc8229f19979b9df5d,0,1,1,1,0,0,0,0,0,0,0,0,17,10.32733154296875
019e7f286c9a3bd4d5a66b662b9465ee,0,0,0,1,0,0,0,0,0,0,0,0,82,15.28729248046875
01a4d7b6a0aec61f115ba3407ac3cb38,0,0,1,1,0,0,0,0,1,1,0,0,35,1.87908935546875
01a53ec12b1136eda19200c87c7ce206,0,0,0,1,0,0,0,0,0,0,0,1,55,46.82928466796875
01a5427a15d9a398116c92724abb6e16,0,1,1,1,0,0,0,0,0,0,0,0,40,14.15057373046875
01b50a31cb6217bf25fad8fb21815ae2,0,1,1,1,0,0,0,0,0,0,0,0,21,7.21307373046875
01b650d14149c5da9043a553a078bfb0,0,1,1,1,0,0,0,0,1,0,0,0,31,25.53289794921875
01b7f452c4838f620ded2c7f67438e94,0,1,1,1,0,0,0,0,1,1,0,0,58,16.29315185546875
01bc69de38798826e0164058e775201a,0,1,1,1,0,0,0,0,0,0,0,0,50,10.00018310546875
01c029f3190009bf8a48a7b187d4dd9e,0,1,1,1,0,0,0,0,1,1,0,0,53,17.86492919921875
01c34389fe155aea3503c914f29881fb,0,1,1,1,0,0,0,0,0,0,0,0,19,21.29461669921875
01d3b1337b973c204125f409286d8e54,1,1,1,1,0,0,0,0,0,0,1,0,26,19.63299560546875
01e46cec0d4c2d3131ea0a46633d7d74,0,1,1,1,0,0,1,1,1,1,1,0,41,25.01678466796875
01e7a793ecf80d675f472d45ea7c7c3e,0,0,1,1,1,0,0,0,0,0,0,1,55,22.96844482421875
020413ca0cf070c60d63409f5100993a,0,1,1,1,0,0,0,0,0,0,0,0,32,18.20379638671875
02109ed7dc393b266b46f0de91ef4f2a,0,0,1,1,0,0,0,0,0,0,1,1,22,44.61346435546875
02205556525c9c12b34d9a00259519cb,0,1,1,1,0,1,0,0,1,0,0,0,23,23.72381591796875
0221f66230142bd45cbeb77b3cf1b4c9,0,1,1,1,0,0,0,0,0,0,0,0,39,13.67205810546875
0223b44b4998dd781dcc7d747489794e,0,0,1,1,0,0,0,0,0,0,0,0,42,19.80242919921875
023d98cfe386a7f75d6c112c3aedc0ae,0,1,1,1,0,0,0,0,1,1,0,0,57,9.98602294921875
023e9c4a27815c9987e591e5e52ab291,0,1,1,0,0,0,0,0,0,0,0,0,50,29.29266357421875
0254f54b148543442373d5aad45b2d1a,0,1,1,1,0,0,0,0,0,0,0,0,100,7.86346435546875
0255e40c9fae62a35c1943c4463ca6ad,0,1,1,1,0,0,1,0,0,0,0,0,31,4.29803466796875
02581632f146cccfcfc93005ef5f907e,0,0,1,0,0,0,0,0,1,1,0,0,38,12.61346435546875
02585d6ff78871e7a5eb86ab620bbd0e,0,0,1,1,0,0,0,0,0,0,0,1,51,19.05682373046875
02715d2f51385785febaccc52b7138b7,0,1,1,1,0,0,0,0,0,0,0,0,19,11.98162841796875
027a909fd3bc802f80646e92f8fdcd50,0,1,1,1,0,0,0,0,1,1,0,0,34,9.47479248046875
027dcc5f09ddf1347168e6637decb24c,0,1,1,1,0,0,1,0,0,0,0,0,39,12.44061279296875
028d7652721dfd8643af1c9b21603af0,0,1,1,1,0,0,0,0,0,1,1,0,41,15.23114013671875
029141b506deb62d9c9e30cb52c952c4,0,1,1,1,0,0,0,0,0,0,0,0,60,33.17108154296875
029eb81eec4951bf0919743a0fdc3ebc,0,1,1,1,0,0,1,0,0,0,0,0,41,0.62713623046875
02a5a6417e5eb9694203e348741f76d0,0,1,1,1,0,0,0,0,0,0,0,0,49,3.83123779296875
02b40c9bb4aa551021c925e8f301f879,0,1,1,1,0,0,0,0,0,0,0,0,41,37.04364013671875
02b65b9132cd726756a300a4dd3ecd4a,0,1,1,1,0,0,0,0,1,1,0,0,14,9.20135498046875
02c494a328763f5ec1c8ea61cf86f92c,0,0,1,1,0,0,0,0,1,0,0,0,19,44.21112060546875
02c63ef79c250f67aa845d36d38484c1,0,0,1,1,0,0,1,0,0,0,0,0,75,18.09490966796875
02c91a9f0d7a8c0f58a51d52d158ac50,0,1,1,1,0,1,0,0,0,0,0,0,43,23.33807373046875
02ce34db83f5c87bc7a31de6146f15b1,0,1,1,1,0,0,0,0,0,0,0,0,31,0.09344482421875
02d1b5d5a0910d3d093a12137548da15,0,1,1,1,0,0,0,0,0,0,0,0,88,14.35028076171875
02d708c42c3544e702f7d3a431d5b320,0,0,0,1,0,0,0,0,0,0,0,1,14,25.16912841796875
02df15ac385bf43109f3884c49612e62,0,1,1,1,0,0,0,0,0,0,0,0,94,34.16961669921875
02eaa2451e7022bc23156b68ecced4a2,0,1,1,1,0,0,0,0,0,0,0,0,33,21.38787841796875
02f2a34e566b60159bff8bda8e07f863,0,1,1,1,0,0,0,0,0,0,0,0,30,7.47039794921875
02f7bdd5745b91089029fa6826bb2288,0,1,1,1,0,0,0,0,0,0,0,0,91,17.86785888671875
0301717e95a03a33d3dcd427eca8757a,0,1,1,1,0,0,0,0,0,0,0,0,57,28.37030029296875
03037d786fb0c392410d2d031ec3bc40,0,0,0,0,0,0,1,0,0,0,0,0,30,49.87225341796875
03061e5075bde4995adf6cbf189b0901,0,1,1,1,0,0,0,0,1,0,0,0,4,11.28631591796875
030f610d267d5074615ab41d34f5a6f2,0,1,1,0,0,0,0,1,0,0,0,0,47,18.36834716796875
0337f2ce81eef33554ccabb17e2d8992,0,1,1,1,0,0,0,0,1,1,0,0,45,17.11785888671875
0344e33e02cead400d41da3b881a2920,0,1,1,1,0,1,0,0,0,0,0,0,32,11.27899169921875
03554d9a741249d07e4551fc2d4712a2,0,1,1,1,0,0,0,0,0,0,0,0,25,20.51287841796875
0362d5f206bcd7a1e04402c101572ccd,0,1,1,1,0,0,0,0,1,1,1,0,15,0.09588623046875
0365920c849af714930d75e7727c5165,0,1,1,1,0,1,0,0,0,0,0,0,46,21.27557373046875
03683727667e2c32eef824efd54bf21d,0,0,1,1,0,0,0,0,0,1,0,0,21,20.85272216796875
036a9984c03ac4b61664832560074c7a,0,1,1,1,0,0,0,0,0,0,0,0,35,8.61639404296875
0372461ee0ea70d5e916da7fe78fedef,0,1,1,1,0,0,1,0,0,0,0,0,30,14.05975341796875
037e47319c0298f97fe301acabd1e4dd,0,1,1,1,0,0,0,0,0,0,0,0,23,10.76043701171875
0381ad0a8c479d86032d2b80838dbfdd,0,1,1,1,0,0,0,0,0,0,0,0,32,15.98309326171875
0388dd1c1d6aad04c448a470af4b3790,0,1,1,1,0,1,0,0,0,1,1,0,43,20.49285888671875
038c7c8e925037b23da8711b5621104e,0,0,0,1,0,0,0,0,0,0,0,0,42,14.51727294921875
038dcf0921e7ca7555a5b8e06b5deb29,0,1,1,1,0,0,0,0,0,0,0,0,3,29.31463623046875
03940f7c2354884d7ccd1e27bc54b31a,0,1,1,1,0,0,1,0,0,0,1,0,32,8.86932373046875
03a020c7b36cd8572c92da83b6e4f27b,0,1,1,1,0,1,0,0,0,0,0,0,75,13.88983154296875
03bf614bc238fdac0d612cdd149b14fa,0,1,1,1,0,1,0,1,0,1,1,0,54,15.53875732421875
03bfbe6d31c6c3ac48e726d2a9024e28,0,1,1,1,0,0,0,0,0,0,0,0,31,38.21063232421875
03cc3bf8d70b4c82d026fa111c4fadea,1,1,1,1,0,0,0,0,0,0,0,0,23,8.54412841796875
03d375014d1a35e972dbc3d92413df46,0,1,1,1,0,0,0,0,0,0,0,0,49,24.38104248046875
03d82e64d1b4d99f457259f03ebe604d,1,1,1,1,0,0,0,0,0,0,0,0,38,15.42938232421875
03de1332aa87cf890cacd8107341de97,0,1,1,0,0,0,1,0,0,0,0,0,23,18.32879638671875
03e6217d0b35a021c6150429991acccd,0,1,1,1,0,0,0,0,1,1,0,0,22,11.51336669921875
03ebff6d254041b93adfc089d8837ef8,0,1,1,1,0,0,0,1,0,0,1,0,53,13.66424560546875
03ee2812ae36a55469b19f8e3e82b96a,0,0,1,1,0,0,1,0,1,1,0,1,39,11.88690185546875
03f9353072191f8877825f0c7eefbea7,0,0,1,0,0,0,0,0,0,0,0,1,50,21.92547607421875
03ff21c454ace450612b0bef3b0563eb,0,1,1,1,0,0,0,0,0,0,0,0,35,29.04022216796875
0411d13394490978d20076b38d438313,0,1,1,1,0,0,0,0,1,0,0,0,36,25.75115966796875
04130a179c58ea747262f5227d66491b,0,0,1,1,0,0,0,0,0,0,0,0,89,43.25897216796875
041ee4cf8f75b1a00e45f37001eedb52,0,0,1,1,0,0,0,0,0,0,0,1,31,42.39764404296875
041f41a9645a19b8de619f97d9a0f509,0,1,1,1,0,0,0,0,0,0,0,0,19,23.86785888671875
04201c5191c3b980ae307b20113c8853,0,1,1,1,0,0,0,0,0,0,0,0,57,13.82635498046875
042111bf9b2424b180c977bfa5c3e554,0,0,0,0,0,0,0,0,1,1,0,0,48,26.90985107421875
0422cd506773b78a6f19416c98952407,0,1,0,1,0,0,0,0,0,0,0,0,12,8.19989013671875
04277ac6ea7fc7e417e5d246ab08b488,0,1,1,1,0,0,0,0,0,0,0,0,21,25.73358154296875
042f1c2a781314910b5e241a1ece6700,0,0,0,1,0,0,0,0,0,0,0,0,34,15.54510498046875
043425b67ed8923e9b10aa8cd9e177fc,0,1,1,1,0,0,0,0,0,0,0,0,2,11.44989013671875
04401eb40ba1e016aaecb5e0958ff1ab,0,1,1,0,0,0,0,1,0,0,0,0,35,18.65155029296875
0447b561b9463484ade679541a932fe5,0,1,1,1,0,0,0,0,0,0,0,0,38,18.60076904296875
044b6613a9a3cd73b06029e197337816,0,1,1,1,0,0,0,0,0,0,0,0,29,29.82977294921875
0459c7b9aa888f5dc08f62b7925e9cff,0,1,1,0,0,0,1,0,1,1,0,0,41,28.81414794921875
046622d8420ea96d3d3be00746cd893c,0,1,1,1,0,0,0,0,0,0,0,0,35,13.92889404296875
0466b91813e18fde62f5224ea05c67a1,0,0,1,1,0,0,0,0,0,0,0,0,20,8.91717529296875
046d156532ddc82dd2e95a7cb624fd7d,0,1,1,1,0,0,0,0,0,0,0,0,45,16.24383544921875
046d3fb0560082412a5fc52cd694eb34,0,0,1,1,0,0,0,0,0,0,0,0,2,12.02313232421875
04719a161572a4f9f9a1252d0e2eb24c,0,1,1,1,0,0,0,0,0,0,0,0,22,11.22381591796875
047a81a2d5baa5d7526f582fd7bd4805,0,1,1,0,0,0,0,0,0,0,0,0,61,28.59490966796875
0482f3dfcdf483fd16be27d8531f6ed2,0,1,1,0,0,0,0,1,0,0,1,0,31,20.73602294921875
0486493ba347db5362e75d544ba372d2,0,1,1,1,0,0,0,0,0,0,0,0,55,33.11444091796875
048e1c5c4c2a7b38a28f221bf8c28519,0,1,1,1,0,1,0,0,0,0,0,0,52,24.49725341796875
04972a41160900f96fd5aae6925ad0ab,0,0,0,1,0,0,1,0,0,0,0,0,41,5.13250732421875
04a547d636ce6f9a7b002868da29882a,0,1,1,1,0,0,0,0,1,1,0,0,28,26.66131591796875
04a56ab3b8d899eba636bd9b1a4b42dd,0,0,0,1,0,1,1,0,0,0,0,0,71,20.40496826171875
04aa245fb95ca9469563e71a5fe16950,0,1,1,1,0,0,0,0,1,1,0,0,18,0.83416748046875
04b8c9a48d06bd97387cc51aca3e010d,0,0,0,1,0,0,0,0,0,0,0,1,37,13.35809326171875
04bf5c88ffbddc20c4b5f41072310dfd,0,0,0,1,0,0,0,0,0,0,0,0,13,13.38494873046875
04c1a42501b40e0513d41f7a5a268ebe,0,0,0,1,0,0,0,0,0,0,0,0,35,13.90838623046875
04c629bca0882555f0c21011f449d5ae,0,1,1,1,0,0,0,0,1,1,0,0,36,13.40643310546875
04c7819455dc899fdcc11e0d4eb2d875,1,1,1,1,0,0,0,0,0,0,0,0,23,2.91668701171875
04d203922a8c5db8f75188683017a352,0,1,1,1,0,0,0,0,0,0,0,0,40,4.80584716796875
04d63711465c5f95e31720af422e326f,0,1,1,1,0,0,0,0,0,0,0,0,16,8.33953857421875
04d6584c30cfead253f01f326f214112,0,1,1,1,0,0,1,0,0,0,0,0,28,16.51483154296875
04da7e561eb86d14d1e96f108e1100d7,1,1,1,1,0,0,0,0,0,0,0,0,23,-0.70880126953125
04dc0eb367365366aa5403f4c908784e,0,0,1,1,0,0,0,0,0,0,0,0,62,28.39031982421875
04e7c6e038547136091b5e947fb8a672,0,1,1,1,0,0,0,0,1,0,0,0,29,9.55096435546875
04e982d21834981fea72716f2ca6fd56,0,0,0,1,0,0,0,0,0,0,0,0,15,10.29412841796875
04ebc0325d5dee6f49e4cd3dea1b3839,0,1,1,1,0,1,0,0,0,0,0,0,39,30.74676513671875
04f346df5c8285784504ea4ca6576684,0,1,1,1,0,0,0,0,0,0,0,0,46,22.79656982421875
04f417b8b6f75af6bdf75251d88b3beb,0,1,1,1,0,0,0,0,0,0,0,0,97,51.25994873046875
04fe49d146ec99a21215995c39c8a3a2,0,0,1,1,0,0,0,0,0,0,0,0,34,25.20477294921875
04fef9f129bc6e4b90644d4290fde8c3,0,1,1,1,0,0,0,0,0,0,0,0,100,90.18280029296875
05010a08dc04beffa845696c357676df,0,1,1,1,0,1,0,0,0,0,0,0,43,13.29364013671875
050ab8059a28a24723d621709f4db97c,0,0,1,1,0,0,0,0,0,0,0,0,54,19.83416748046875
05193d7da3cb8be5e524d753c73e603b,0,1,1,1,0,0,0,0,0,0,0,0,32,27.20819091796875
052290b91828524aa34bb2c05079bb33,0,1,1,1,0,0,0,0,0,0,0,0,63,40.73065185546875
05245393ccd83f20fda8e846c583c83b,0,1,1,1,0,0,0,0,0,1,0,0,39,30.13299560546875
05257f67e216eaf0aa65f67e86e26640,0,1,1,1,0,0,0,0,0,0,0,0,24,11.05340576171875
053684ba5b25535ea1adad38c50cfe16,0,0,1,1,0,0,1,0,0,0,0,0,29,13.31707763671875
053d215699033aa37c5238412eb079d0,0,1,1,1,0,0,0,0,0,0,0,0,7,27.60955810546875
054712fd5f0bd399ee7a3efbc5750f5e,0,1,1,1,0,0,0,0,0,0,0,0,23,27.87615966796875
0547dcc180746ae58fe974cca0be9c9c,0,1,1,1,0,0,0,0,0,0,0,0,30,12.88934326171875
05489cc21e9be8183f0a26aa1824abac,0,1,1,1,0,0,0,0,0,0,0,0,79,32.36102294921875
054922c07086bb8af4e3775e2fd166c3,0,1,1,1,0,0,0,0,0,0,0,0,17,21.27947998046875
054cef9194f1a4513dc0965893b589bf,0,0,0,1,0,0,0,0,0,0,0,0,2,1.20330810546875
056856aa5408b54049810e88cf94fa8c,0,1,1,1,0,0,0,0,0,0,0,0,40,48.71453857421875
056bad3e5c3de7c9b7182cdc8a36ea32,0,1,1,1,0,0,0,0,1,1,0,0,20,29.84930419921875
057002edc16aadc40f84c2901ba545e0,0,1,1,1,0,0,0,0,0,0,0,0,17,6.62664794921875
0572a9081b88001e50f87ba2a3f0e2ba,0,1,1,1,0,0,0,0,1,0,0,0,33,21.72869873046875
057d4052b71c4698f524c33406704845,0,0,1,1,0,0,0,0,0,0,0,0,26,13.65252685546875
057fef6d73c53a8d496d3d94189affb6,0,1,1,1,0,0,1,0,0,0,0,0,31,55.53143310546875
058164de58ae336c7f9f71406c286809,0,1,1,1,0,0,0,0,0,0,1,0,32,24.34881591796875
0595671059655b1b769b72e54ae6edc1,0,1,1,1,0,0,0,1,1,1,1,0,33,7.29168701171875
059806fc76cbc082724c3314e2023491,0,0,1,1,0,0,0,0,0,0,0,1,50,19.36883544921875
059ce34d757095370e920743b60080b6,0,1,1,1,0,1,0,0,0,0,0,0,11,19.30389404296875
059e62827e9d93274b744bff6f0219ef,0,1,1,0,0,0,1,0,0,0,0,0,56,9.64910888671875
05a0108d13f201f03a6be91eb1ef015d,0,1,1,1,0,0,0,0,0,0,0,0,30,12.93865966796875
05a13ce91dcd00be196c448857f2ef34,0,0,0,0,0,0,0,0,0,0,0,0,22,17.52655029296875
05a29b13c5a73d51e882c759916c74d6,0,1,1,1,0,0,0,1,0,1,1,0,10,11.38787841796875
05a41be81c0d99ed4c8c10dd83a3ab76,0,1,1,1,0,0,0,0,0,0,0,0,26,25.94647216796875
05b83f3350965c8bf1f0f8144bd3626d,0,1,1,1,0,0,0,0,1,1,0,0,65,26.51385498046875
05c23d6c30f8d0b5534f7a9884a2c868,0,1,1,1,0,0,0,0,0,0,0,0,26,27.19451904296875
05c53847aabe5d1f0fcedfbefb506242,0,1,1,1,0,0,0,0,1,0,0,0,27,28.53631591796875
05cb28ac5d7cc211a51ebe1d925d175d,0,1,1,1,0,0,0,0,1,1,0,0,46,9.74139404296875
05e892df5b8cbb4f67068aeacff1c95d,0,1,1,1,0,0,0,0,0,0,0,0,16,-4.45489501953125
05eb59c0af90bc6b419af2a506804537,0,0,1,1,0,0,0,0,0,0,0,0,8,15.63787841796875
06056c036db13114e7d665fe45cb58f8,1,1,1,1,0,0,0,0,0,0,0,0,32,14.18035888671875
0609532bb4a5b24db33707ff9fe100e1,0,1,1,1,0,0,0,0,1,1,1,0,42,12.75457763671875
06181a32a8913488017089dd3a934938,0,1,1,1,0,1,0,0,0,0,0,0,33,19.86785888671875
0619e427cb197dab34cc0cfbd7f96653,0,0,1,1,0,0,0,0,0,0,0,0,50,20.64666748046875
061acf6734b1c2a8e42e5a530ec8e6c4,0,1,1,1,0,0,0,0,0,0,0,0,23,9.55389404296875
061cfc0c9ade8e2ff723a29ba8183e7d,0,1,1,1,0,0,0,0,0,0,0,0,62,-2.49639892578125
0621169e2b2f2a7f051edd692f05a25a,0,0,1,0,0,0,0,0,0,0,0,0,12,22.26580810546875
063b049838815c800a8355a73ecb9d52,0,1,1,0,0,0,0,0,0,0,0,0,54,16.75994873046875
063bbea2ec0aa59ff248f96bde9d0d4d,0,0,0,1,0,1,0,0,0,0,0,0,24,15.02947998046875
063c62c2be5f2f7abfc5e2ff5ba014ab,0,0,0,1,0,1,0,0,1,0,0,0,27,28.91082763671875
063d79b149f4d163eae86f777a39a42f,0,0,1,1,0,0,0,0,0,0,0,1,100,34.67303466796875
064205d339c2a831faeff258f92b3c76,0,1,1,1,0,0,0,0,0,0,0,0,33,36.02752685546875
06453783081e3e7db3b8ddd73ff78d58,0,1,1,1,0,0,0,0,1,0,0,0,32,21.68182373046875
06581f7f85666b267020ad85fd0241f9,1,1,1,1,0,0,0,0,0,0,0,0,2,21.39324951171875
065fc0e5845e3dea9255d657972af9b9,0,1,1,0,0,0,0,0,0,0,0,0,41,3.17694091796875
0660c1acc82041f8ef83cd4af5335401,0,1,1,1,0,0,0,0,0,0,0,0,46,44.02459716796875
06663a108456ffc23b983cdc783d9bd5,1,1,1,1,0,0,0,0,0,0,0,0,19,5.02606201171875
06680d201ae110be39617fc7b6ee53c4,1,0,0,1,0,0,0,0,0,0,0,0,41,18.71942138671875
06738f64265a7371bd0788fbfd95b510,0,0,0,1,0,0,0,0,0,1,0,0,38,21.78826904296875
067b8b8bf179c8e867d6cf34bab2b6ca,0,0,1,1,0,0,0,0,0,0,0,1,41,25.70770263671875
067cc48f05c2b6107dbdf7df6cade80f,0,0,0,1,0,0,1,0,0,0,0,0,3,15.82440185546875
067df35014f4682328cc7b1a6ded9a4f,0,1,1,0,0,0,1,0,0,0,0,0,61,9.97088623046875
0686748a486e9382765071092b36e5db,0,0,0,1,0,0,0,0,0,0,0,0,75,41.40203857421875
068c16d366fa80da754fc14932f4811e,0,0,1,1,0,1,0,0,0,0,0,1,30,18.80780029296875
0691472b252814744429e105859bc65c,0,0,1,1,0,0,0,0,0,0,0,1,33,32.51922607421875
0692cfeb94cbd436b2de36126352e20b,0,0,0,1,0,0,0,0,0,0,0,0,31,18.98065185546875
069fcf0f3237285346714ed7369512b4,0,1,1,1,0,0,0,0,0,0,0,0,13,16.53143310546875
06a6c682c8042ba462bbb4cd2305bcbd,0,1,1,1,0,0,0,0,0,0,0,0,5,4.43670654296875
06b3938ca2613fda6adc3278c23fcec5,0,1,1,1,0,1,0,0,0,0,0,0,40,58.29803466796875
06bb9119b8c0c60908b941ceaa0047c4,0,1,1,1,0,0,0,0,0,0,0,0,37,6.66033935546875
06c0618b3162412231114d00ac612216,0,0,1,0,0,0,0,0,0,0,0,0,21,11.27362060546875
06c6888fb45d558cae1330f3e106c745,0,1,1,1,0,0,1,0,0,0,0,0,48,20.56854248046875
06d012d88c978f3eb5f4a1dcdc6a37e8,0,0,0,1,0,0,0,0,0,0,0,0,25,18.98846435546875
